date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,death,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,totalTestResults,totalTestResultsIncrease,deathIncrease,hospitalizedIncrease
20200630,LA,58095,670416,,781,,,,83,,42225,B,6/30/2020 13:00,3221,,,,,3113,108,22,1014,728511,23874,22,0
20200630,MA,108882,739259,,733,11337,120,,63,,93157,A+,6/30/2020 10:00,8054,1066060,,,103701,7874,180,25,114,848141,5854,-41,-8
20200630,MD,67559,468296,,452,10844,152,,,,4982,A,6/30/2020 10:00,3190,652701,,,67559,3062,128,24,305,535855,6542,15,22
20200630,ME,3253,91699,,29,348,9,,4,,2646,A,6/29/2020 23:59,105,94592,3924,90532,2893,104,1,23,34,94952,1429,0,1
20200630,MI,70728,974329,,471,,179,,98,,51099,A+,6/30/2020 00:00,6193,1062116,87787,974329,63870,5947,246,26,505,1045057,15682,32,0
20200630,MN,36303,569013,,270,4054,136,1258,,,31601,A,6/29/2020 17:00,1476,605316,,,36303,1441,35,27,442,605316,12361,6,23
20200630,MO,21551,351456,,599,,,,66,,,B,6/30/2020 15:00,1015,424214,23527,399926,21551,,,29,508,373007,5601,17,0
20200630,MP,30,8187,,,,,,,,19,D,6/26/2020 00:22,2,8217,,,30,2,,69,0,8217,0,0,0
20200630,MS,27247,260299,,779,3156,167,,91,,19388,A,6/29/2020 19:00,1073,287546,,,27067,1056,17,28,680,287546,4024,14,41
20200630,MT,967,89894,,12,101,,,,,642,C,6/30/2020 00:00,22,,,,967,,,30,48,90861,2118,0,1
20200630,NC,64670,845363,,908,,,,,,45538,A,6/30/2020 11:45,1343,,,,64670,1343,,37,1186,910033,23728,18,0
20200630,ND,3576,102546,,25,231,,,,,3195,D,6/30/2020 13:00,78,182283,,,3576,69,9,38,37,106122,431,1,4
20200630,NE,19042,159115,,121,1330,,,,,13547,B,6/29/2020 12:30,269,,,,19042,,,31,143,178157,2885,2,14
20200630,NH,5760,112538,,34,565,,162,,,4435,B,6/29/2020 09:00,367,,,,5760,,,33,0,118298,0,0,0
20200630,NJ,171667,1250707,,992,19847,211,,174,,30213,A+,6/30/2020 13:00,15035,,,,171667,13181,1854,34,395,1422374,18390,43,0
20200630,NM,11982,325738,,119,1876,,,,,5296,B,6/29/2020 17:30,493,,,,11982,,,35,173,337720,6672,1,11
20200630,NV,18456,259112,,593,,134,,65,,689,A+,6/30/2020 11:30,507,322944,,,18456,,,32,562,277568,4551,3,0
20200630,NY,393454,3521484,,891,89995,217,,137,,70487,A,6/29/2020 00:00,24855,,,,393454,,,36,524,3914938,52025,13,0
20200630,OH,51789,736140,,722,7839,242,1994,115,,,B,6/30/2020 14:00,2863,,,,48222,2615,248,39,743,787929,13547,45,93
20200630,OK,13757,327840,,315,1520,111,,,,10085,A+,6/29/2020 08:00,387,343623,15029,327840,13757,,,40,585,341597,15404,2,31
20200630,OR,8656,228978,,149,1038,42,,25,,2722,A+,6/30/2020 03:01,207,,,228978,8265,,,41,171,237634,2501,3,13
20200630,PA,86606,677581,,634,,,,110,,67552,A+,6/30/2020 00:00,6649,,,,84130,,,42,618,764187,11298,35,0
20200630,PR,7465,192686,,102,,9,,2,,,C,6/30/2020 06:30,153,194324,2627,191601,1693,59,94,72,215,200151,215,0,0
20200630,RI,16911,137172,,74,2001,13,,13,,1631,A+,6/30/2020 03:00,950,251636,24143,227493,16911,,,44,40,154083,1014,4,6
20200630,SC,36399,344173,,1021,2854,,,,,15471,A,6/29/2020 23:59,739,380470,46401,334069,36297,735,4,45,1755,380572,11267,19,232
20200630,SD,6764,73324,,62,666,,,,,5872,B,6/30/2020 12:39,91,,,,,,,46,48,80088,631,0,9
20200630,TN,43509,749618,,886,2665,,,,,27599,B,6/30/2020 15:00,604,792779,50413,742366,43161,578,26,47,1212,793127,15921,12,66
20200630,TX,159986,1709296,,6533,,,,,,84818,B,6/30/2020 17:00,2424,1869282,,,,,,48,6975,1869282,50093,21,0
20200630,UT,22217,318536,,250,1444,83,406,,178,12398,A+,6/30/2020 10:14,172,,,,22217,,,49,553,340753,6848,4,27
20200630,VA,62787,582247,355,902,8982,230,,98,,8080,A+,6/29/2020 17:00,1763,642371,,,60124,1658,105,51,598,645034,8662,23,159
20200630,VI,84,2819,4,,,,,,,73,C,6/29/2020 21:10,6,,,,84,6,,78,3,2903,76,0,0
20200630,VT,1208,64556,,16,,,,,,953,B,6/30/2020 00:00,56,,,,1208,56,,50,0,65764,771,0,0
20200630,WA,32253,515967,,282,4323,,,50,,,B,6/29/2020 02:59,1320,,,,32253,1320,,53,501,548220,13777,10,48
20200630,WI,31662,539539,169,242,3446,79,750,,,22587,A+,6/30/2020 16:00,784,,,,28659,777,7,55,629,571201,12809,0,39
20200630,WV,2905,168859,,27,,10,,3,,2272,B,6/30/2020 10:00,93,,,,2804,,,54,35,171764,2109,0,0
20200630,WY,1487,32185,,6,117,,,,,1097,B,6/30/2020 16:55,20,45310,1313,43996,1184,,,56,37,33672,1816,0,5
20200629,AK,904,107805,,16,,,,1,,525,A,6/29/2020 00:00,14,108709,,,,14,,2,21,108709,409,0,0
20200629,AL,37175,356118,,715,2725,,801,,457,18866,B,6/29/2020 11:00,929,,,,36682,905,24,1,1734,393293,7013,10,22
20200629,AR,20257,282279,,300,1380,,,63,211,14066,A,6/29/2020 14:36,265,,,,20257,,,5,947,302536,11314,6,7
20200629,AS,0,696,,,,,,,,,C,6/27/2020 00:00,0,,,,,,,60,0,696,0,0,0
20200629,AZ,74533,436890,,2721,4634,679,,465,,9179,A+,6/29/2020 00:00,1588,511009,,,74119,1488,100,4,625,511423,1527,0,17
20200629,CA,216550,3845142,,6179,,1686,,,,,B,6/29/2020 00:00,5936,4061692,,,216550,,,6,5307,4061692,105740,31,0
20200629,CO,32307,287258,,234,5401,,,,,4459,A,6/28/2020 00:00,1482,,,,29476,,,8,285,319565,5854,0,2
20200629,CT,46362,398614,,99,10268,,,,,8053,B,6/28/2020 20:30,4320,442998,,,44384,3451,869,9,59,444976,6353,4,0
20200629,DC,10292,85068,,121,,34,,23,,1200,A+,6/28/2020 00:00,551,,,,,,,11,44,95360,2228,1,0
20200629,DE,11376,98555,,72,,15,,,,6665,A+,6/28/2020 18:00,507,,,,10306,449,58,10,150,109931,3585,0,0
20200629,FL,146341,1766402,1744,,14651,,,,,,A,6/28/2020 23:59,3546,2299430,189183,2106109,146341,3546,,12,5266,1912743,30846,28,111
20200629,GA,79417,743700,,1359,10824,,2289,,,,A,6/29/2020 14:50,2784,823117,73044,750073,79417,,,13,2207,823117,16179,6,113
20200629,GU,255,12659,,0,,,,,,179,B,6/29/2020 07:30,5,12841,245,12596,247,,,66,7,12914,536,0,0
20200629,HI,899,76256,,,111,,,,,719,D,6/28/2020 18:00,18,89866,,,,,,15,27,77155,1677,0,1
20200629,IA,28782,272063,,119,,35,,18,,17851,A+,6/29/2020 00:00,708,,,,28782,,,19,293,300845,4930,3,0
20200629,ID,5319,81026,,42,312,15,111,,,3898,A,6/27/2020 19:00,91,85816,,,4790,71,20,16,0,86345,0,0,0
20200629,IL,143514,1429435,,1501,,372,,187,,,A,6/29/2020 00:00,7103,1571896,,,142461,6902,201,17,738,1572949,26918,14,0
20200629,IN,45228,431291,,626,7024,265,1469,85,,34348,A+,6/28/2020 23:59,2624,,,,,2432,192,18,298,476519,5984,5,21
20200629,KS,14443,162282,,,1152,,360,,152,794,A,6/29/2020 10:00,270,,,,,,,20,905,176725,8866,6,24
20200629,KY,15347,346094,,381,2602,69,999,,,3939,B,6/29/2020 00:00,560,,,,14835,557,3,21,115,361441,2950,2,12
20200629,LA,57081,647556,,737,,,,79,,42225,B,6/29/2020 13:00,3199,,,,,3091,108,22,845,704637,8526,0,0
20200629,MA,108768,733519,,762,11345,138,,79,,93157,A+,6/29/2020 10:00,8095,1057932,,,103628,7895,200,25,101,842287,6493,35,26
20200629,MD,67254,462059,,447,10822,160,,,,4979,A,6/29/2020 10:00,3175,644026,,,67254,3048,127,24,477,529313,9840,7,29
20200629,ME,3219,90304,,31,347,8,,4,,2623,A,6/28/2020 23:59,105,93142,3884,89123,2863,104,1,23,28,93523,28,1,1
20200629,MI,70223,959152,,557,,193,,106,,51099,A+,6/29/2020 00:00,6161,1046545,87393,959152,63497,5915,246,26,277,1029375,12696,3,0
20200629,MN,35861,557094,,278,4031,140,1249,,,31225,A,6/28/2020 17:00,1470,592955,,,35861,1435,35,27,312,592955,7538,10,21
20200629,MO,21043,346363,,599,,,,,,,B,6/29/2020 15:00,998,424214,23527,399926,21043,,,29,468,367406,6233,1,0
20200629,MP,30,8187,,,,,,,,19,D,6/26/2020 00:22,2,8217,,,30,2,,69,0,8217,0,0,0
20200629,MS,26567,256955,,719,3115,158,,93,,19388,A,6/28/2020 19:00,1059,283355,,,26400,1042,17,28,675,283522,3334,20,13
20200629,MT,919,87824,,13,100,,,,,609,C,6/29/2020 00:00,22,,,,919,,,30,56,88743,6269,0,3
20200629,NC,63484,822821,,843,,,,,,45538,A,6/28/2020 12:00,1325,,,,63484,1325,,37,1342,886305,14400,3,0
20200629,ND,3539,102152,,25,227,,,,,3163,D,6/29/2020 13:00,77,180558,,,3539,68,9,38,44,105691,1766,0,1
20200629,NE,18899,156373,,117,1316,,,,,13322,B,6/28/2020 19:55,267,,,,18899,,,31,124,175272,2474,0,1
20200629,NH,5760,112538,,34,565,,162,,,4435,B,6/29/2020 09:00,367,,,,5760,,,33,43,118298,2189,0,3
20200629,NJ,171272,1232712,,978,19847,225,,185,,30163,A+,6/29/2020 13:00,14992,,,,171272,13138,1854,34,90,1403984,16151,17,6
20200629,NM,11809,319239,,114,1865,,,,,5264,B,6/29/2020 11:02,492,,,,11809,,,35,190,331048,8089,1,14
20200629,NV,17894,255123,,555,,124,,65,,689,A+,6/29/2020 11:30,504,314388,,,17894,,,32,734,273017,5437,4,0
20200629,NY,392930,3469983,,853,89995,216,,136,,70435,A,6/28/2020 23:59,24842,,,,392930,,,36,391,3862913,46428,7,0
20200629,OH,51046,723336,,669,7746,245,1961,115,,,B,6/29/2020 14:00,2818,,,,47524,2575,243,39,737,774382,17617,11,65
20200629,OK,13172,313021,,329,1489,134,,,,9587,A+,6/29/2020 08:00,385,327683,13941,313021,13172,,,40,228,326193,228,0,33
20200629,OR,8485,226648,,151,1025,44,,25,,2700,A+,6/29/2020 03:01,204,,,226648,8121,,,41,144,235133,7263,2,3
20200629,PA,85988,666901,,635,,,,111,,67070,A+,6/29/2020 00:00,6614,,,,83529,,,42,492,752889,9907,35,0
20200629,PR,7250,192686,,104,,8,,1,,,C,6/29/2020 06:30,153,194324,2627,191601,1638,59,94,72,61,199936,79467,0,0
20200629,RI,16871,136198,,73,1995,15,,14,,1627,A+,6/29/2020 03:00,946,249696,24084,225612,16871,,,44,36,153069,1356,19,11
20200629,SC,34644,334661,,1032,2622,,,,,13456,A,6/28/2020 23:59,720,369207,44241,324966,34546,717,3,45,1324,369305,9503,4,0
20200629,SD,6716,72741,,70,657,,,,,5818,B,6/28/2020 18:00,91,,,,,,,46,35,79457,564,0,5
20200629,TN,42297,734909,,839,2599,,,,,26962,B,6/29/2020 15:00,592,776858,48873,727985,41949,568,24,47,2125,777206,28653,8,35
20200629,TX,153011,1666178,,5913,,,,,,81335,B,6/29/2020 16:40,2403,1819189,,,,,,48,4283,1819189,43970,10,0
20200629,UT,21664,312241,,254,1417,80,394,,170,12205,A+,6/29/2020 10:25,168,,,,21664,,,49,564,333905,5456,1,21
20200629,VA,62189,574183,261,796,8823,225,,101,,8023,A+,6/28/2020 17:00,1740,633705,,,59522,1635,105,51,453,636372,8044,8,0
20200629,VI,81,2746,31,,,,,,,71,C,6/29/2020 06:12,6,,,,81,6,,78,0,2827,0,0,0
20200629,VT,1208,63785,,13,,,,,,949,B,6/28/2020 00:00,56,,,,1208,56,,50,6,64993,1128,0,0
20200629,WA,31752,502691,,270,4275,,,52,,,B,6/28/2020 02:59,1310,,,,31752,1310,,53,348,534443,8641,0,35
20200629,WI,31033,527359,158,237,3407,90,747,,,22217,A+,6/29/2020 16:00,784,,,,28058,777,7,55,326,558392,5938,7,14
20200629,WV,2870,166785,,28,,5,,3,,2196,B,6/29/2020 17:00,93,,,,2771,,,54,53,169655,3147,0,0
20200629,WY,1450,30406,,7,112,,,,,1070,B,6/29/2020 16:57,20,42402,1229,41172,1151,,,56,33,31856,33,0,0
20200628,AK,883,107417,,12,,,,1,,521,A,6/28/2020 00:00,14,108300,,,,14,,2,29,108300,2719,0,0
20200628,AL,35441,350839,,655,2703,,790,,454,18866,B,6/28/2020 11:00,919,,,,34964,898,21,1,358,386280,2254,0,6
20200628,AR,19310,271912,,278,1373,,,63,210,13270,A,6/27/2020 19:00,259,,,,19310,,,5,570,291222,7257,10,36
20200628,AS,0,696,,,,,,,,,C,6/27/2020 00:00,0,,,,,,,60,0,696,0,0,0
20200628,AZ,73908,435988,,2691,4617,666,,475,,8926,A+,6/28/2020 00:00,1588,509485,,,73497,1488,100,4,3857,509896,15149,9,22
20200628,CA,211243,3744709,,5956,,1602,,,,,B,6/28/2020 00:00,5905,3955952,,,211243,,,6,4810,3955952,93642,33,0
20200628,CO,32022,281689,,235,5399,,,,,4442,A,6/27/2020 00:00,1482,,,,29194,,,8,226,313711,6128,0,7
20200628,CT,46303,392320,,103,10268,,,,,8053,B,6/27/2020 20:30,4316,436644,,,44324,3448,868,9,97,438623,9075,5,0
20200628,DC,10248,82884,,126,,34,,27,,1199,A+,6/27/2020 00:00,550,,,,,,,11,32,93132,3861,2,0
20200628,DE,11226,95120,,78,,14,,,,6665,A+,6/27/2020 18:00,507,,,,10162,449,58,10,135,106346,2084,0,0
20200628,FL,141075,1740822,1726,,14540,,,,,,A,6/27/2020 23:59,3518,2256314,182100,2070179,141075,3518,,12,8530,1881897,52372,29,108
20200628,GA,77210,729728,,1236,10711,,2268,,,,A,6/28/2020 14:50,2778,806938,70881,736057,77210,,,13,2225,806938,17125,2,22
20200628,GU,248,12130,,1,,,,,,179,B,6/28/2020 03:30,5,11523,239,11284,240,,,66,0,12378,227,0,0
20200628,HI,872,74606,,,110,,,,,714,D,6/27/2020 18:00,18,87882,,,,,,15,6,75478,1177,1,1
20200628,IA,28489,267426,,118,,36,,18,,17620,A+,6/28/2020 00:00,705,,,,28489,,,19,477,295915,6163,1,0
20200628,ID,5319,81026,,42,312,15,111,,,3898,A,6/27/2020 19:00,91,85816,,,4790,71,20,16,171,86345,2289,1,3
20200628,IL,142776,1403255,,1464,,373,,193,,,A,6/28/2020 00:00,7089,1544978,,,141723,6888,201,17,646,1546031,23789,15,0
20200628,IN,44930,425605,,617,7003,266,1468,86,,33935,A+,6/27/2020 23:59,2619,,,,,2427,192,18,355,470535,7518,3,21
20200628,KS,13538,154321,,,1128,,356,,152,779,A,6/26/2020 10:00,264,,,,,,,20,0,167859,0,0,0
20200628,KY,15232,343259,,386,2590,68,996,,,3730,B,6/28/2020 00:00,558,,,,14732,555,3,21,373,358491,7737,5,1
20200628,LA,56236,639875,,715,,,,76,,39792,B,6/28/2020 13:00,3199,,,,,3086,113,22,1467,696111,18105,9,0
20200628,MA,108667,727127,,748,11319,134,,81,,93157,A+,6/28/2020 10:00,8060,1048942,,,103539,7860,200,25,224,835794,9452,19,9
20200628,MD,66777,452696,,446,10793,158,,,,4976,A,6/28/2020 10:00,3168,631490,,,66777,3042,126,24,327,519473,5657,11,42
20200628,ME,3191,90304,,31,346,10,,4,,2577,A,6/27/2020 23:59,104,93142,3884,89123,2838,103,1,23,37,93495,1563,0,1
20200628,MI,69946,946733,,557,,193,,106,,51099,A+,6/28/2020 00:00,6158,1033820,87087,946733,63261,5912,246,26,267,1016679,15858,5,0
20200628,MN,35549,549868,,288,4010,143,1241,,,30809,A,6/27/2020 17:00,1460,585417,,,35549,1425,35,27,516,585417,16510,8,24
20200628,MO,20575,340598,,412,,,,,,,B,6/28/2020 15:00,997,424214,23527,399926,20575,,,29,314,361173,5883,1,0
20200628,MP,30,8187,,,,,,,,19,D,6/26/2020 00:22,2,8217,,,30,2,,69,0,8217,0,0,0
20200628,MS,25892,254296,,676,3102,149,,88,,17242,A,6/27/2020 19:00,1039,280020,,,25724,1022,17,28,361,280188,2867,4,24
20200628,MT,863,81611,,11,97,,,,,604,C,6/28/2020 00:00,22,,,,863,,,30,11,82474,1227,0,2
20200628,NC,62142,809763,,890,,,,,,36921,A,6/28/2020 12:00,1322,,,,62142,1322,,37,1605,871905,16774,10,0
20200628,ND,3495,100430,,24,226,,,,,3139,D,6/28/2020 00:00,77,177229,,,3495,68,9,38,37,103925,1406,0,1
20200628,NE,18775,154023,,123,1315,,,,,13053,B,6/27/2020 19:55,267,,,,18775,,,31,251,172798,4200,1,3
20200628,NH,5717,110392,,35,562,,162,,,4401,B,6/27/2020 09:00,367,,,,5717,,,33,46,116109,1341,2,1
20200628,NJ,171182,1216651,,1014,19841,223,,187,,30092,A+,6/28/2020 13:00,14975,,,,171182,13121,1854,34,309,1387833,20583,27,18
20200628,NM,11619,311340,,122,1851,,,,,5251,B,6/27/2020 18:41,491,,,,11619,,,35,211,322959,2321,2,23
20200628,NV,17160,250420,,511,,122,,59,,684,A+,6/28/2020 11:30,500,307131,,,17160,,,32,821,267580,4554,0,0
20200628,NY,392539,3423946,,869,89995,229,,167,,70010,A,6/27/2020 23:59,24835,,,,392539,,,36,616,3816485,61906,5,0
20200628,OH,50309,706456,,661,7681,182,1946,101,,,B,6/28/2020 14:00,2807,,,,46790,2564,243,39,854,756765,11926,3,57
20200628,OK,12944,313021,,329,1456,134,,,,9397,A+,6/28/2020 00:00,385,327683,13941,313021,12944,,,40,302,325965,302,1,16
20200628,OR,8341,219529,,149,1022,53,,35,,2649,A+,6/28/2020 03:01,202,,,223317,7521,,,41,247,227870,247,0,0
20200628,PA,85496,657486,,648,,,,121,,66686,A+,6/28/2020 12:00,6579,,,,81956,,,42,1126,742982,23901,0,0
20200628,PR,7189,113280,,99,,8,,5,,,C,6/28/2020 06:30,153,114723,2326,112331,1624,59,94,72,123,120469,123,1,0
20200628,RI,16835,134878,,91,1984,16,,15,,1600,A+,6/28/2020 03:00,927,245990,23998,221992,16835,,,44,22,151713,600,0,0
20200628,SC,33320,326482,,954,2622,,,,,13456,A,6/27/2020 23:59,716,359703,42618,317085,33221,712,4,45,1381,359802,8638,5,0
20200628,SD,6681,72212,,75,652,,,,,5752,B,6/27/2020 18:00,91,,,,,,,46,55,78893,793,0,7
20200628,TN,40172,708381,,800,2564,,,,,26159,B,6/27/2020 15:00,584,748229,46468,701761,39848,560,24,47,0,748553,0,0,0
20200628,TX,148728,1626491,,5497,,,,,,79974,B,6/28/2020 16:40,2393,1775219,,,,,,48,5357,1775219,52393,27,0
20200628,UT,21100,307349,,289,1396,83,389,,167,11931,A+,6/28/2020 11:06,167,,,,21100,,,49,472,328449,5647,0,31
20200628,VA,61736,566592,295,818,8823,235,,107,,8005,A+,6/27/2020 17:00,1732,625663,,,59071,1628,104,51,489,628328,10402,8,36
20200628,VI,81,2746,31,,,,,,,71,C,6/26/2020 18:49,6,,,,81,6,,78,0,2827,0,0,0
20200628,VT,1202,62663,,15,,,,,,946,B,6/28/2020 00:00,56,,,,1202,56,,50,2,63865,1142,0,0
20200628,WA,31404,494398,,304,4240,,,58,,,B,6/27/2020 02:59,1310,,,,31404,1310,,53,549,525802,11374,6,46
20200628,WI,30707,521747,146,239,3393,89,746,,,21953,A+,6/28/2020 16:00,777,,,,27743,777,,55,480,552454,6504,0,11
20200628,WV,2817,163691,,32,,10,,4,,2062,B,6/28/2020 10:00,93,,,,2723,,,54,56,166508,1853,0,0
20200628,WY,1417,30406,,5,112,,,,,1057,B,6/28/2020 13:01,20,42402,1229,41172,1121,,,56,25,31823,25,0,1
20200627,AK,854,104727,,11,,,,1,,521,A,6/27/2020 00:00,14,105581,,,,14,,2,18,105581,3789,0,0
20200627,AL,35083,348943,,655,2697,,789,,453,18866,B,6/27/2020 11:00,919,,,,34605,898,21,1,900,384026,5703,12,44
20200627,AR,18740,265225,,284,1337,,,63,206,12784,A,6/26/2020 14:40,249,,,,18740,,,5,678,283965,6585,9,37
20200627,AS,0,696,,,,,,,,,C,6/27/2020 00:00,0,,,,,,,60,0,696,0,0,0
20200627,AZ,70051,424696,,2577,4595,657,,433,,8659,A+,6/27/2020 00:00,1579,494337,,,69641,1479,100,4,3503,494747,14924,44,81
20200627,CA,206433,3655877,,5790,,1562,,,,,B,6/27/2020 00:00,5872,3862310,,,206433,,,6,5972,3862310,90996,60,0
20200627,CO,31796,275787,,226,5392,,,,,4430,A,6/26/2020 00:00,1482,,,,28972,,,8,317,307583,5006,7,6
20200627,CT,46206,383342,,106,10268,,,,,8053,B,6/26/2020 20:30,4311,427567,,,44225,3443,868,9,147,429548,12686,4,0
20200627,DC,10216,79055,,136,,43,,26,,1194,A+,6/26/2020 00:00,548,,,,,,,11,31,89271,1148,2,0
20200627,DE,11091,93171,,83,,15,,,,6665,A+,6/27/2020 00:00,507,,,,10047,449,58,10,74,104262,2162,0,0
20200627,FL,132545,1696980,1731,,14432,,,,,,A,6/26/2020 23:59,3489,2186400,171768,2010839,132545,3489,,12,9585,1829525,60640,25,151
20200627,GA,74985,714828,,1178,10689,,2261,,,,A,6/27/2020 14:50,2776,789813,68568,721245,74985,,,13,1990,789813,18785,6,84
20200627,GU,248,11903,,1,,,,,,179,B,6/27/2020 05:45,5,11523,239,11284,240,,,66,0,12151,259,0,0
20200627,HI,866,73435,,,109,,,,,705,D,6/26/2020 18:00,17,86464,,,,,,15,16,74301,1296,0,0
20200627,IA,28012,261740,,131,,40,,22,,17467,A+,6/27/2020 00:00,704,,,,28012,,,19,326,289752,6109,0,0
20200627,ID,5148,78908,,35,309,15,108,,,3827,A,6/26/2020 19:00,90,83537,,,4629,70,20,16,283,84056,1686,0,6
20200627,IL,142130,1380112,,1516,,400,,225,,,A,6/27/2020 00:00,7074,1521189,,,141077,6873,201,17,786,1522242,30237,26,0
20200627,IN,44575,418442,,595,6982,257,1461,82,,33725,A+,6/26/2020 23:59,2616,,,,,2424,192,18,435,463017,9127,21,38
20200627,KS,13538,154321,,,1128,,356,,152,779,A,6/26/2020 10:00,264,,,,,,,20,0,167859,0,0,0
20200627,KY,14859,335895,,387,2589,74,996,,,3730,B,6/26/2020 00:00,553,,,,14401,550,3,21,0,350754,0,0,0
20200627,LA,54769,623237,,700,,,,73,,39792,B,6/26/2020 13:00,3190,,,,,3077,113,22,0,678006,0,0,0
20200627,MA,108443,717899,,769,11310,143,,90,,93157,A+,6/27/2020 10:00,8041,1036832,,,103376,7841,200,25,373,826342,12257,28,19
20200627,MD,66450,447366,,478,10751,181,,,,4935,A,6/27/2020 10:00,3157,623927,,,66450,3030,127,24,335,513816,7419,15,26
20200627,ME,3154,88778,,24,345,7,,5,,2566,A,6/26/2020 23:59,104,91587,3848,87604,2809,103,1,23,52,91932,2078,1,2
20200627,MI,69679,931142,,557,,193,,106,,51099,A+,6/27/2020 00:00,6153,1017855,86713,931142,63009,5907,246,26,350,1000821,19115,19,0
20200627,MN,35033,533874,,300,3986,155,1233,,,30401,A,6/26/2020 17:00,1452,568907,,,35033,1417,35,27,417,568907,11629,6,20
20200627,MO,20261,335029,,680,,,,66,,,B,6/27/2020 15:00,996,424214,23527,399926,20261,,,29,347,355290,6672,6,0
20200627,MP,30,8187,,,,,,,,19,D,6/26/2020 00:22,2,8217,,,30,2,,69,0,8217,0,0,0
20200627,MS,25531,251790,,731,3078,169,,90,,17242,A,6/26/2020 19:00,1035,277158,,,25368,1018,17,28,465,277321,5427,13,34
20200627,MT,852,80395,,9,95,,,,,604,C,6/27/2020 00:00,22,,,,852,,,30,23,81247,1086,0,0
20200627,NC,60537,794594,,888,,,,,,36921,A,6/27/2020 12:00,1312,,,,60537,1312,,37,1719,855131,18406,9,0
20200627,ND,3458,99061,,23,225,,,,,3119,D,6/27/2020 00:00,77,173999,,,3458,68,9,38,37,102519,1633,0,3
20200627,NE,18524,150074,,125,1312,,,,,12698,B,6/26/2020 20:05,266,,,,18524,,,31,178,168598,3596,6,18
20200627,NH,5671,109097,,32,561,,161,,,4381,B,6/26/2020 09:00,365,,,,5671,,,33,0,114768,0,0,0
20200627,NJ,170873,1196377,,1103,19823,236,,200,,29967,A+,6/27/2020 13:00,14948,,,,170873,13094,1854,34,289,1367250,20578,34,71
20200627,NM,11408,309230,,128,1828,,,,,5149,B,6/26/2020 17:50,489,,,,11408,,,35,216,320638,5968,4,17
20200627,NV,16339,246687,,503,,117,,66,,684,A+,6/27/2020 12:00,500,301815,,,16339,,,32,1099,263026,4364,2,0
20200627,NY,391923,3362656,,908,89995,230,,167,,70010,A,6/26/2020 23:59,24830,,,,391923,,,36,703,3754579,73262,16,0
20200627,OH,49455,695384,,561,7624,190,1916,106,,,B,6/27/2020 14:00,2804,,,,45969,2561,243,39,817,744839,23287,16,54
20200627,OK,12642,313021,,329,1440,134,,,,9155,A+,6/27/2020 00:00,384,327683,13941,313021,12642,,,40,299,325663,14886,7,47
20200627,OR,8094,219529,,149,1022,53,,35,,2649,A+,6/25/2020 03:01,202,,,,7521,,,41,276,227623,10755,0,0
20200627,PA,84370,634711,,651,,,,126,,65808,A+,6/26/2020 12:00,6579,,,,81956,,,42,0,719081,0,0,0
20200627,PR,7066,113280,,105,,10,,5,,,C,6/27/2020 06:30,152,114723,2326,112331,1602,58,94,72,144,120346,144,1,0
20200627,RI,16813,134300,,91,1984,16,,15,,1600,A+,6/27/2020 03:00,927,244518,23961,220557,16813,,,44,36,151113,1234,0,0
20200627,SC,31939,319225,,908,2622,,,,,13456,A,6/26/2020 23:59,711,351075,40970,310105,31850,707,4,45,1604,351164,16493,17,0
20200627,SD,6626,71474,,73,645,,,,,5717,B,6/26/2020 18:00,91,,,,,,,46,91,78100,1085,3,6
20200627,TN,40172,708381,,705,2564,,,,,26159,B,6/27/2020 15:00,584,748229,46468,701761,39848,560,24,47,728,748553,6521,7,66
20200627,TX,143371,1579455,,5523,,,,,,78248,B,6/27/2020 15:50,2366,1722826,,,,,,48,5747,1722826,25492,42,0
20200627,UT,20628,302174,,287,1365,77,388,,166,11658,A+,6/27/2020 11:17,167,,,,20628,,,49,578,322802,5234,1,44
20200627,VA,61247,556679,284,819,8787,234,,103,,7968,A+,6/26/2020 17:00,1724,615290,,,58611,1620,104,51,677,617926,11463,24,65
20200627,VI,81,2746,31,,,,,,,71,C,6/26/2020 18:49,6,,,,81,6,,78,0,2827,41,0,0
20200627,VT,1200,61523,,14,,,,,,946,B,6/27/2020 00:00,56,,,,1200,56,,50,2,62723,1134,0,0
20200627,WA,30855,483573,,305,4194,,,50,,,B,6/26/2020 02:59,1304,,,,30855,1304,,53,488,514428,8633,4,88
20200627,WI,30227,515723,140,249,3382,93,746,,,21606,A+,6/27/2020 16:00,777,,,,27286,777,,55,559,545950,9114,11,31
20200627,WV,2761,161894,,33,,10,,4,,2042,B,6/27/2020 10:00,93,,,,2699,,,54,49,164655,2698,1,0
20200627,WY,1392,30406,,5,111,,,,,1054,B,6/27/2020 12:25,20,42402,1229,41172,1097,,,56,24,31798,24,0,-1
20200626,AK,836,100956,,12,,,,2,,519,A,6/26/2020 00:00,14,101792,,,,14,,2,20,101792,2340,2,0
20200626,AL,34183,344140,,658,2653,,772,,450,18866,B,6/26/2020 11:00,907,,,,33717,887,20,1,977,378323,8865,11,41
20200626,AR,18062,259318,,284,1300,,,61,203,12127,A,6/26/2020 14:40,240,,,,18740,,,5,0,277380,0,0,55
