date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,death,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,totalTestResults,totalTestResultsIncrease,deathIncrease,hospitalizedIncrease
20200712,NY,401706,4271489,,801,89995,174,,102,,71565,A,7/11/2020 23:59,24979,,,,401706,,,36,677,4673195,62418,5,0
20200712,OH,65592,940794,,954,8842,289,2185,154,,44663,B,7/12/2020 14:00,3058,,,,61669,2801,257,39,1378,1006386,23351,22,72
20200712,OK,20235,400037,,499,2032,186,,,,15485,A+,7/12/2020 00:00,422,423285,22367,400037,20235,,,40,456,420272,456,1,40
20200712,OR,12170,284002,,208,1180,56,,30,,3009,A+,7/12/2020 03:01,234,,,284002,10881,,,41,319,296172,3989,2,0
20200712,PA,95266,829018,,652,,,,96,,73354,A+,7/12/2020 00:00,6904,,,,92552,,,42,577,924284,11961,7,0
20200712,PR,9654,192686,,174,,12,,11,,,B,7/12/2020 06:30,167,194324,2627,191601,2583,71,96,72,288,202340,288,0,0
20200712,RI,17312,149343,,61,2051,4,,5,,1685,A+,7/10/2020 12:00,976,278357,24885,253472,17312,,,44,0,166655,0,0,0
20200712,SC,56648,435860,,1472,3398,,,,,20957,A,7/10/2020 23:59,961,492345,69920,422425,56485,950,11,45,1949,492508,4418,10,0
20200712,SD,7499,83109,,53,738,,,,,6522,B,7/11/2020 18:00,109,,,,,,,46,45,90608,1002,0,0
20200712,TN,61960,956055,,1184,3250,,,,,35855,A,7/12/2020 15:00,741,1017498,71982,945516,61443,714,27,47,954,1018015,10901,3,57
20200712,TX,258658,2234096,,10410,,,,,,132638,B,7/12/2020 16:30,3192,2492754,,,,,,48,8196,2492754,63130,80,0
20200712,UT,29484,383574,,276,1824,84,486,,207,17303,A+,7/12/2020 13:34,215,,,,29484,,,49,629,413058,7706,3,27
20200712,VA,70670,733375,389,1045,10355,228,,101,,9310,A+,7/11/2020 17:00,1966,801205,,,67830,1859,107,51,888,804045,17710,4,64
20200712,VI,181,3908,6,,,,,,,93,C,7/12/2020 00:38,6,,,,181,6,,78,14,4089,282,0,0
20200712,VT,1296,74555,,17,,,,,,1089,B,7/12/2020 00:00,56,,,,1296,56,,50,13,75851,819,0,0
20200712,WA,39218,629248,,326,4662,,,57,,,B,7/10/2020 02:59,1424,,,,39218,1424,,53,0,668466,0,0,0
20200712,WI,39877,653352,148,264,3824,74,800,,,28318,A+,7/12/2020 16:00,827,,,,36448,820,7,55,797,693229,7645,-1,27
20200712,WV,4207,202829,,56,,14,,7,,2806,B,7/12/2020 10:00,96,,,,4091,,,54,133,207036,3213,1,0
20200712,WY,1862,38077,,12,124,,,,,1372,B,7/12/2020 12:00,21,54917,1592,53324,1506,,,56,23,39939,23,0,1
20200711,AK,1385,141991,,31,,,,1,,598,A,7/11/2020 00:00,17,143376,,,,17,,2,62,143376,1445,0,0
20200711,AL,51947,450073,,1068,6745,,904,,496,25783,B,7/10/2020 11:00,1114,,,,51294,1086,28,1,1439,502020,9804,10,3656
20200711,AR,26803,342846,,402,1780,,,84,265,20642,A,7/10/2020 19:46,313,369649,,,26803,,,5,0,369649,4237,0,37
20200711,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,0,0,0
20200711,AZ,119930,564060,,3485,5750,899,,620,,14394,A+,7/11/2020 00:00,2151,683293,,,119233,2030,121,4,3038,683990,14779,69,91
20200711,CA,312344,4963351,,7904,,2021,,,,,B,7/11/2020 00:00,6945,5275695,,,312344,,,6,8047,5275695,99958,94,0
20200711,CO,36191,349670,,328,5864,,,,,4728,A,7/11/2020 01:59,1586,,,,33189,,,8,666,385861,8721,5,33
20200711,CT,47287,510922,,77,10552,,,,,8351,B,7/9/2020 20:30,4348,556230,,,45308,3476,871,9,0,558209,0,0,0
20200711,DC,10801,113249,,92,,29,,17,,1717,A+,7/10/2020 00:00,568,,,,,,,11,58,124050,3166,0,0
20200711,DE,12743,121372,,65,,13,,,,7002,A+,7/10/2020 18:00,517,,,,11699,460,57,10,91,134115,1407,0,0
20200711,FL,254511,2220788,2040,7186,18341,,,,,,A,7/11/2020 09:25,4301,3029149,318664,2703554,254511,4301,,12,10360,2475299,53672,98,425
20200711,GA,114401,950472,,2446,13205,,2610,,,,A,7/11/2020 14:50,2996,1064873,103672,961201,114401,,,13,3190,1064873,18525,31,268
20200711,GU,312,16667,,3,,,,,,202,B,7/10/2020 23:15,5,16858,,,304,,,66,2,16979,113,0,0
20200711,HI,1158,91076,,,125,,,,,847,D,7/10/2020 18:00,19,109096,,,,,,15,28,92234,1639,0,2
20200711,IA,34647,333714,,178,,56,,25,,26104,A+,7/11/2020 00:00,748,,,,34647,,,19,663,368361,6113,5,0
20200711,ID,9928,112421,,86,449,22,138,,,3066,A,7/10/2020 19:00,101,121640,,,9219,81,20,16,500,122349,4271,1,17
20200711,IL,154094,1791126,,1398,,321,,139,,,A,7/11/2020 00:00,7369,1944088,,,152962,7168,201,17,1195,1945220,32345,24,0
20200711,IN,51079,507067,,714,7458,237,1577,72,,38441,A+,7/10/2020 23:59,2756,,,,,2563,193,18,779,558146,7584,8,0
20200711,KS,18611,199168,,,1304,,405,,160,905,A,7/10/2020 10:00,284,,,,,,,20,0,217779,0,0,0
20200711,KY,19121,418781,,370,2779,75,1014,,,5322,B,7/11/2020 00:00,622,,,,18307,618,4,21,451,437902,5212,2,16
20200711,LA,76803,847644,,1182,,,,121,,46334,B,7/11/2020 13:00,3403,,,,,3295,108,22,2167,924447,19199,23,0
20200711,MA,111398,834936,,572,11600,87,,44,,94347,A+,7/11/2020 10:00,8310,1199411,,,105457,8095,215,25,288,946334,7718,14,18
20200711,MD,72467,556810,,390,11353,120,,,,5190,A,7/11/2020 10:00,3310,786786,,,72467,3179,131,24,557,629277,8214,7,53
20200711,ME,3520,116370,,16,368,7,,4,,2972,A+,7/10/2020 23:59,112,119501,4322,115011,3131,111,1,23,21,119890,1484,1,2
20200711,MI,76370,1197752,,505,,174,,99,,53867,A+,7/11/2020 00:00,6313,1292951,95199,1197752,68948,6067,246,26,685,1274122,27317,28,0
20200711,MN,41571,700524,,241,4366,121,1325,,,36012,A,7/10/2020 17:00,1537,742095,,,41571,1499,38,27,804,742095,16270,4,37
20200711,MO,27133,447417,,883,,,,72,,,B,7/11/2020 15:00,1069,590426,32518,556928,27133,,,29,1134,474550,19725,18,0
20200711,MP,31,10734,,,4,,,,,19,D,7/9/2020 11:36,2,11335,,,31,2,,69,0,10765,0,0,0
20200711,MS,35419,298924,,963,3495,202,,107,,22167,A,7/10/2020 19:00,1230,334029,,,35105,1208,22,28,797,334343,4031,15,40
20200711,MT,1677,111682,,24,127,,,,,864,C,7/11/2020 00:00,29,,,,1677,,,30,84,113359,1181,1,4
20200711,NC,83793,1092265,,1093,,,,,,55318,A,7/11/2020 12:00,1499,,,,83793,1499,,37,2462,1176058,25446,20,0
20200711,ND,4243,116608,,31,263,,,,,3533,D,7/10/2020 00:00,78,224050,,,4243,74,4,38,89,120851,1255,0,3
20200711,NE,20777,183077,,95,1419,,,,,15499,B,7/10/2020 20:00,286,,,,20777,,,31,154,203854,2840,2,0
20200711,NH,5991,126311,,20,585,,190,,,4897,B,7/10/2020 09:00,390,,,,5991,,,33,18,132302,1251,3,4
20200711,NJ,174959,1486325,,872,20632,166,,87,,31092,A+,7/11/2020 13:00,15525,,,,174959,13578,1947,34,331,1661284,38126,46,65
20200711,NM,14549,389032,,151,2161,,,,,6181,B,7/10/2020 18:17,539,,,,14549,,,35,298,403581,7700,6,24
20200711,NV,26838,314395,,918,,241,,122,,764,A+,7/10/2020 12:00,592,425027,,,26838,,,32,930,341233,5742,13,0
20200711,NY,401029,4209748,,799,89995,177,,100,,71477,A,7/10/2020 23:59,24974,,,,401029,,,36,730,4610777,69203,6,0
20200711,OH,64214,918821,,928,8770,299,2169,155,,44101,B,7/11/2020 14:00,3036,,,,60328,2780,256,39,1358,983035,23482,4,69
20200711,OK,19779,400037,,499,1992,186,,,,15136,A+,7/11/2020 00:00,421,423285,22367,400037,19779,,,40,687,419816,8742,5,43
20200711,OR,11851,280332,,208,1180,56,,30,,3009,A+,7/11/2020 03:01,232,,,280332,10881,,,41,397,292183,5413,0,0
20200711,PA,94689,817634,,646,,,,97,,72910,A+,7/11/2020 00:00,6897,,,,92001,,,42,813,912323,13683,17,0
20200711,PR,9366,192686,,174,,12,,7,,,B,7/11/2020 06:30,167,194324,2627,191601,2435,71,96,72,229,202052,-62851,8,0
20200711,RI,17312,149343,,61,2051,4,,5,,1685,A+,7/10/2020 12:00,976,278357,24885,253472,17312,,,44,0,166655,0,0,0
20200711,SC,54699,433391,,1396,3398,,,,,20956,A,7/10/2020 23:59,951,487929,68604,419325,54538,940,11,45,2280,488090,12855,22,0
20200711,SD,7454,82152,,65,738,,,,,6470,B,7/11/2020 18:00,109,,,,,,,46,53,89606,1064,2,12
20200711,TN,61006,946108,,1184,3193,,,,,35435,A,7/11/2020 15:00,738,1006616,70927,935689,60508,711,27,47,1460,1007114,12539,15,47
20200711,TX,250462,2179162,,10083,,,,,,127880,B,7/11/2020 16:35,3112,2429624,,,,,,48,10351,2429624,39835,99,0
20200711,UT,28855,376497,,269,1797,84,483,,207,16897,A+,7/11/2020 11:13,212,,,,28855,,,49,632,405352,9378,5,49
20200711,VA,69782,716553,365,1020,10291,230,,97,,9271,A+,7/10/2020 17:00,1962,783516,,,66963,1857,105,51,851,786335,17610,4,96
20200711,VI,167,3640,58,,,,,,,92,C,7/10/2020 20:30,6,,,,167,6,,78,14,3807,181,0,0
20200711,VT,1283,73749,,18,,,,,,1066,B,7/11/2020 00:00,56,,,,1283,56,,50,6,75032,934,0,0
20200711,WA,39218,629248,,326,4662,,,57,,,B,7/10/2020 02:59,1424,,,,39218,1424,,53,637,668466,8136,15,-3
20200711,WI,39080,646504,155,265,3797,75,797,,,27909,A+,7/11/2020 16:00,828,,,,35679,821,7,55,981,685584,12074,7,31
20200711,WV,4074,199749,,56,,14,,7,,2763,B,7/11/2020 10:00,95,,,,3963,,,54,91,203823,2620,0,0
20200711,WY,1839,38077,,12,123,,,,,1361,B,7/11/2020 11:44,21,54917,1592,53324,1488,,,56,49,39916,49,0,2
20200710,AK,1323,140608,,30,,,,0,,588,A,7/10/2020 00:00,17,141931,,,,17,,2,51,141931,6187,0,0
20200710,AL,50508,441708,,1183,3089,,888,,493,25783,B,7/10/2020 11:00,1104,,,,49892,1077,27,1,1334,492216,21712,36,50
20200710,AR,26803,338609,,402,1743,,,84,260,20642,A,7/10/2020 14:46,313,364661,,,26803,,,5,751,365412,751,4,38
20200710,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,0,0,0
20200710,AZ,116892,552319,,3432,5659,876,,615,,13853,A+,7/10/2020 00:00,2082,668528,,,116209,1961,121,4,4221,669211,16150,44,133
20200710,CA,304297,4871440,,7896,,2005,,,,,B,7/10/2020 00:00,6851,5175737,,,304297,,,6,7798,5175737,97303,140,0
20200710,CO,35525,341615,,318,5831,,,,,4691,A,7/10/2020 01:59,1581,,,,32546,,,8,409,377140,6438,37,11
20200710,CT,47287,510922,,77,10552,,,,,8351,B,7/9/2020 20:30,4348,556230,,,45308,3476,871,9,78,558209,12588,0,0
20200710,DC,10743,110141,,96,,26,,18,,1703,A+,7/9/2020 00:00,568,,,,,,,11,64,120884,4961,0,0
20200710,DE,12652,120056,,58,,11,,,,6949,A+,7/9/2020 18:00,517,,,,11608,460,57,10,121,132708,2503,0,0
20200710,FL,244151,2177476,1911,6974,17916,,,,,,A,7/9/2020 23:59,4203,2945253,305374,2633526,244151,4203,,12,11433,2421627,64229,92,437
20200710,GA,111211,935137,,2443,12937,,2565,,,,A,7/10/2020 14:50,2965,1046348,101057,945291,111211,,,13,4484,1046348,26926,35,331
20200710,GU,310,16556,,3,,,,,,202,B,7/9/2020 22:00,5,16858,,,302,,,66,1,16866,334,0,0
20200710,HI,1130,89465,,,123,,,,,840,D,7/9/2020 18:00,19,107009,,,,,,15,36,90595,1443,0,1
20200710,IA,33984,328264,,169,,54,,26,,25891,A+,7/10/2020 00:00,743,,,,33984,,,19,744,362248,7589,4,0
20200710,ID,9428,108650,,91,432,22,137,,,3022,A,7/9/2020 19:00,100,117390,,,8740,80,20,16,459,118078,3458,2,21
20200710,IL,152899,1759976,,1436,,306,,155,,,A,7/10/2020 00:00,7345,1911743,,,151767,7144,201,17,1327,1912875,32997,16,0
20200710,IN,50300,500262,,667,7458,217,1577,87,,38120,A+,7/9/2020 23:59,2748,,,,,2555,193,18,725,550562,8270,9,72
20200710,KS,18611,199168,,,1304,,405,,160,905,A,7/10/2020 10:00,284,,,,,,,20,993,217779,9297,2,35
20200710,KY,18670,414020,,409,2763,70,1012,,,5258,B,7/10/2020 00:00,620,,,,17890,616,4,21,425,432690,8677,8,16
20200710,LA,74636,830612,,1117,,,,122,,46334,B,7/10/2020 13:00,3380,,,,,3272,108,22,2642,905248,25108,25,0
20200710,MA,111110,827506,,632,11582,98,,47,,94347,A+,7/10/2020 10:00,8296,1187832,,,105290,8081,215,25,213,938616,12855,28,23
20200710,MD,71910,549153,,385,11300,122,,,,5157,A,7/10/2020 10:00,3303,774693,,,71910,3172,131,24,463,621063,8482,15,79
20200710,ME,3499,114907,,15,366,7,,4,,2931,A+,7/9/2020 23:59,111,118017,4287,113562,3110,110,1,23,13,118406,2648,0,1
20200710,MI,75685,1171120,,505,,174,,92,,52841,A+,7/10/2020 00:00,6285,1265344,94224,1171120,68295,6039,246,26,622,1246805,23252,14,0
20200710,MN,40767,685058,,227,4329,124,1320,,,35442,A,7/9/2020 17:00,1533,725825,,,40767,1495,38,27,604,725825,20385,5,24
20200710,MO,25999,428826,,886,,,,79,,,B,7/10/2020 15:00,1051,576537,31075,544522,25999,,,29,0,454825,0,0,0
20200710,MP,31,10734,,,4,,,,,19,D,7/9/2020 11:36,2,11335,,,31,2,,69,0,10765,0,0,0
20200710,MS,34622,295690,,981,3455,205,,103,,22167,A,7/9/2020 19:00,1215,330011,,,34321,1195,20,28,1031,330312,5508,11,41
20200710,MT,1593,110585,,21,123,,,,,855,C,7/10/2020 00:00,28,,,,1593,,,30,127,112178,3413,3,3
20200710,NC,81331,1069281,,1046,,,,,,55318,A,7/10/2020 12:00,1479,,,,81331,1479,,37,1982,1150612,28801,18,0
20200710,ND,4154,115442,,33,260,,,,,3496,D,7/10/2020 00:00,78,219737,,,4154,74,4,38,84,119596,1747,0,3
20200710,NE,20623,180391,,100,1419,,,,,15206,B,7/9/2020 20:00,284,,,,20623,,,31,198,201014,3179,2,14
20200710,NH,5973,125078,,24,581,,189,,,4831,B,7/9/2020 09:00,387,,,,5973,,,33,21,131051,1423,1,3
20200710,NJ,174628,1448530,,904,20567,162,,94,,31014,A+,7/10/2020 13:00,15479,,,,174628,13532,1947,34,388,1623158,23741,31,62
20200710,NM,14251,381630,,154,2137,,,,,6118,B,7/9/2020 18:10,533,,,,14251,,,35,234,395881,6194,6,36
20200710,NV,25908,309583,,924,,248,,111,,764,A+,7/10/2020 12:00,579,416707,,,25908,,,32,1004,335491,5713,8,0
20200710,NY,400299,4141275,,826,89995,178,,92,,71371,A,7/9/2020 23:59,24968,,,,400299,,,36,786,4541574,73558,9,0
20200710,OH,62856,896697,,928,8701,289,2161,151,,43435,B,7/10/2020 14:00,3032,,,,59000,2776,256,39,1525,959553,43151,26,131
20200710,OK,19092,391982,,487,1949,217,,,,14648,A+,7/10/2020 08:00,416,414197,21345,391982,19092,,,40,596,411074,9320,6,56
20200710,OR,11454,275316,,208,1180,56,,30,,3009,A+,7/10/2020 03:01,232,,,275316,10881,,,41,266,286770,4695,2,18
20200710,PA,93876,804764,,653,,,,103,,72284,A+,7/10/2020 00:00,6880,,,,91206,,,42,1009,898640,18617,32,0
20200710,PR,9137,255766,,140,,12,,10,,,B,7/9/2020 06:30,159,258001,3966,253922,2351,64,95,72,275,264903,275,0,0
20200710,RI,17312,149343,,61,2051,4,,5,,1685,A+,7/10/2020 00:00,976,278357,24885,253472,17312,,,44,69,166655,1518,2,8
20200710,SC,52419,422816,,1438,3398,,,,,20956,A,7/9/2020 23:59,929,475089,65868,409221,52273,922,7,45,1728,475235,11470,24,308
20200710,SD,7401,81141,,65,726,,,,,6408,B,7/9/2020 18:00,107,,,,,,,46,65,88542,1232,6,8
20200710,TN,59546,935029,,1184,3146,,,,,34740,A,7/10/2020 15:00,723,994114,69283,924831,59085,697,26,47,1955,994575,21861,13,58
20200710,TX,240111,2149678,,10002,,,,,,122996,B,7/10/2020 16:50,3013,2389789,,,,,,48,9765,2389789,76577,95,0
20200710,UT,28223,367751,,229,1748,79,477,,205,16261,A+,7/10/2020 10:27,207,,,,28223,,,49,867,395974,7241,2,48
20200710,VA,68931,699794,378,1006,10195,234,,102,,9189,A+,7/9/2020 17:00,1958,765889,,,66095,1853,105,51,943,768725,15297,21,174
20200710,VI,153,3473,53,,,,,,,87,C,7/9/2020 21:56,6,,,,153,6,,78,9,3626,112,0,0
20200710,VT,1277,72821,,11,,,,,,1066,B,7/10/2020 00:00,56,,,,1277,56,,50,5,74098,1349,0,0
20200710,WA,38581,621749,,326,4665,,,60,,,B,7/9/2020 02:59,1409,,,,38581,1409,,53,640,660330,15258,15,35
20200710,WI,38099,635411,151,274,3766,77,792,,,27329,A+,7/10/2020 16:00,821,,,,34753,814,7,55,889,673510,12746,5,40
20200710,WV,3983,197220,,56,,16,,7,,2756,B,7/10/2020 17:00,95,,,,3872,,,54,157,201203,4014,0,0
20200710,WY,1790,38077,,12,121,,,,,1327,B,7/10/2020 13:50,21,54917,1592,53324,1445,,,56,16,39867,822,0,0
20200709,AK,1272,134472,,28,,,,0,,571,A,7/9/2020 00:00,17,135744,,,,17,,2,46,135744,2343,0,0
20200709,AL,49174,421330,,1125,3039,,877,,490,25783,B,7/9/2020 11:00,1068,,,,48588,1042,26,1,2212,470504,2212,10,33
20200709,AR,26052,338609,,394,1705,,,82,284,19992,A,7/9/2020 16:36,309,364661,,,26052,,,5,1540,364661,11389,8,50
20200709,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,0,0,0
20200709,AZ,112671,540390,,3437,5526,861,,575,,13341,A+,7/9/2020 00:00,2038,652418,,,112028,1917,121,4,4057,653061,11991,75,139
20200709,CA,296499,4781935,,7821,,1957,,,,,B,7/9/2020 00:00,6711,5078434,,,296499,,,6,7031,5078434,82259,149,0
20200709,CO,35116,335586,,335,5820,,,,,4669,A,7/9/2020 01:59,1544,,,,32138,,,8,452,370702,5629,2,79
20200709,CT,47209,498412,,90,10552,,,,,8351,B,7/8/2020 20:30,4348,543636,,,45224,3476,872,9,101,545621,8177,5,141
20200709,DC,10679,105244,,92,,26,,14,,1662,A+,7/8/2020 00:00,568,,,,,,,11,37,115923,1634,4,0
20200709,DE,12531,117674,,63,,12,,,,6901,A+,7/8/2020 18:00,517,,,,11487,460,57,10,69,130205,1171,2,0
20200709,FL,232718,2124680,1896,,17479,,,,,,A,7/8/2020 23:59,4111,2855852,291210,2558651,232718,4111,,12,8935,2357398,37191,120,411
20200709,GA,106727,912695,,2322,12606,,2519,,,,A,7/9/2020 14:50,2930,1019422,97500,921922,106727,,,13,2837,1019422,19013,8,106
20200709,GU,309,16223,,3,,,,,,202,B,7/8/2020 22:00,5,16526,,,301,,,66,2,16532,392,0,0
20200709,HI,1094,88058,,,122,,,,,811,D,7/8/2020 18:00,19,105290,,,,,,15,23,89152,2056,0,3
20200709,IA,33240,321419,,168,,49,,22,,26340,A+,7/9/2020 00:00,739,,,,33240,,,19,731,354659,8308,4,0
20200709,ID,8969,105651,,91,411,22,133,,,2978,A,7/8/2020 19:00,98,113958,,,8307,78,20,16,430,114620,3289,4,15
20200709,IL,151572,1728306,,1507,,317,,153,,,A,7/9/2020 00:00,7329,1878756,,,150450,7119,210,17,1018,1879878,36180,20,0
20200709,IN,49575,492717,,686,7386,226,1556,89,,37795,A+,7/8/2020 23:59,2739,,,,,2546,193,18,512,542292,6435,7,21
20200709,KS,17618,190864,,,1269,,397,,160,879,A,7/8/2020 10:00,282,,,,,,,20,0,208482,0,0,0
20200709,KY,18245,405768,,457,2747,105,1007,,,4939,B,7/9/2020 00:00,612,,,,17491,608,4,21,326,424013,8092,4,10
20200709,LA,71994,808146,,1042,,,,110,,46334,B,7/9/2020 13:00,3355,,,,,3247,108,22,1843,880140,14403,16,0
20200709,MA,110897,814864,,635,11559,103,,42,,94347,A+,7/9/2020 16:00,8268,1171180,,,105138,8053,215,25,295,925761,9766,25,42
20200709,MD,71447,541134,,406,11221,139,,,,5132,A,7/9/2020 10:00,3288,761395,,,71447,3160,128,24,586,612581,9473,13,37
20200709,ME,3486,112272,,16,365,7,,4,,2901,A+,7/8/2020 23:59,111,115364,4263,110933,3092,110,1,23,26,115758,2820,1,2
20200709,MI,75063,1148490,,505,,174,,93,,52841,A+,7/9/2020 00:00,6271,1241962,93472,1148490,67683,6024,247,26,512,1223553,23550,9,0
20200709,MN,40163,665277,,251,4305,116,1312,,,35193,A,7/8/2020 17:00,1528,705440,,,40163,1490,38,27,574,705440,12470,5,33
20200709,MO,25999,428826,,811,,,,75,,,B,7/9/2020 15:00,1051,563325,30270,532133,25999,,,29,795,454825,12485,5,0
20200709,MP,31,10734,,,4,,,,,19,D,7/8/2020 12:50,2,11335,,,31,2,,69,0,10765,0,0,4
20200709,MS,33591,291213,,941,3414,187,,104,,22167,A,7/8/2020 19:00,1204,324522,,,33309,1184,20,28,703,324804,10077,16,49
20200709,MT,1466,107299,,24,120,,,,,796,C,7/9/2020 00:00,25,,,,1466,,,30,95,108765,2344,2,3
20200709,NC,79349,1042462,,1034,,,,,,55318,A,7/9/2020 11:50,1461,,,,79349,1461,,37,2039,1121811,25129,20,0
20200709,ND,4070,113779,,30,257,,,,,3464,D,7/9/2020 00:00,78,214167,,,4070,74,4,38,99,117849,2010,0,5
20200709,NE,20425,177410,,97,1405,,,,,15031,B,7/8/2020 20:00,282,,,,20425,,,31,224,197835,2787,0,7
20200709,NH,5952,123676,,22,578,,164,,,4817,B,7/8/2020 09:00,386,,,,5952,,,33,20,129628,1117,2,1
20200709,NJ,174240,1425177,,963,20505,170,,104,,30938,A+,7/9/2020 13:00,15448,,,,174240,13501,1947,34,201,1599417,21569,25,79
20200709,NM,14017,375670,,154,2101,,,,,6051,B,7/8/2020 17:41,527,,,,14017,,,35,290,389687,4445,8,45
20200709,NV,24904,304874,,935,,237,,112,,759,A+,7/9/2020 11:30,571,408611,,,24904,,,32,603,329778,6125,18,0
20200709,NY,399513,4068503,,851,89995,173,,98,,71279,A,7/8/2020 23:59,24959,,,,399513,,,36,584,4468016,65564,15,0
20200709,OH,61331,855071,,890,8570,289,2146,155,,42111,B,7/9/2020 14:00,3006,,,,57506,2749,257,39,1150,916402,1150,15,81
20200709,OK,18496,383258,,453,1893,215,,,,14100,A+,7/9/2020 08:00,410,404600,20489,383258,18496,,,40,603,401754,6931,3,89
20200709,OR,11188,270887,,192,1162,59,,25,,2977,A+,7/9/2020 03:01,230,,,270887,10632,,,41,371,282075,5808,6,7
20200709,PA,92867,787156,,650,,,,102,,71507,A+,7/9/2020 00:00,6848,,,,90202,,,42,719,880023,13497,36,0
20200709,PR,8862,255766,,147,,11,,7,,,B,7/9/2020 06:30,159,258001,3966,253922,2235,64,95,72,117,264628,63197,0,0
20200709,RI,17243,147894,,55,2043,4,,3,,1684,A+,7/9/2020 00:00,974,274980,24790,250190,17243,,,44,39,165137,1867,3,0
20200709,SC,50691,413074,,1433,3090,,,,,19181,A,7/8/2020 23:59,905,463622,63683,399939,50548,898,7,45,1782,463765,9925,21,0
20200709,SD,7336,79974,,61,718,,,,,6331,B,7/8/2020 18:00,101,,,,,,,46,94,87310,1084,3,9
20200709,TN,57591,915123,,1135,3088,,,,,33609,A,7/9/2020 15:00,710,972276,67068,905208,57153,684,26,47,1605,972714,21755,25,65
20200709,TX,230346,2082866,,9689,,,,,,118326,B,7/9/2020 16:50,2918,2313212,,,,,,48,9782,2313212,54504,105,0
20200709,UT,27356,361377,,207,1700,74,472,,204,15661,A+,7/9/2020 11:13,205,,,,27356,,,49,601,388733,2973,4,22
20200709,VA,67988,685440,370,956,10021,215,,93,,9065,A+,7/8/2020 17:00,1937,750631,,,65191,1832,105,51,613,753428,15429,32,39
20200709,VI,144,3370,96,,,,,,,81,C,7/8/2020 21:02,6,,,,144,6,,78,22,3514,119,0,0
20200709,VT,1272,71477,,15,,,,,,1054,B,7/8/2020 00:00,56,,,,1272,56,,50,16,72749,993,0,0
20200709,WA,37941,607131,,329,4630,,,59,,,B,7/8/2020 02:59,1394,,,,37941,1394,,53,521,645072,9548,10,48
20200709,WI,37210,623554,168,285,3726,76,787,,,26792,A+,7/9/2020 16:00,816,,,,33908,809,7,55,800,660764,13204,2,43
20200709,WV,3826,193363,,50,,15,,6,,2718,B,7/9/2020 10:00,95,,,,3718,,,54,119,197189,3274,0,0
20200709,WY,1774,37271,,12,121,,,,,1313,B,7/9/2020 17:45,21,53488,1551,51936,1428,,,56,34,39045,1227,0,1
20200708,AK,1226,132175,,30,,,,0,,563,A,7/8/2020 00:00,17,133401,,,,17,,2,42,133401,1981,0,0
20200708,AL,46962,421330,,1110,3006,,871,,486,22082,B,7/8/2020 11:00,1058,,,,46424,1032,26,1,1177,468292,6928,25,45
20200708,AR,24512,328760,,358,1655,,,89,254,18725,A,7/8/2020 14:46,301,353272,,,24512,,,5,0,353272,2617,9,51
20200708,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,120,0,0
20200708,AZ,108614,532456,,3421,5387,871,,570,,12803,A+,7/8/2020 00:00,1963,640487,,,108031,1842,121,4,3520,641070,12273,36,115
20200708,CA,289468,4706707,,7705,,1976,,,,,B,7/8/2020 00:00,6562,4996175,,,289468,,,6,11694,4996175,99805,114,0
20200708,CO,34664,330409,,335,5741,,,,,4669,A,7/8/2020 01:59,1542,,,,31736,,,8,407,365073,4433,0,150
20200708,CT,47108,490336,,88,10411,,,,,8210,B,7/7/2020 20:30,4343,535465,,,45129,3471,872,9,75,537444,7337,5,0
20200708,DC,10642,103647,,86,,30,,17,,1625,A+,7/7/2020 00:00,564,,,,,,,11,73,114289,3912,3,0
20200708,DE,12462,116572,,57,,11,,,,6851,A+,7/7/2020 18:00,515,,,,11418,458,57,10,48,129034,349,1,0
20200708,FL,223783,2096424,1773,,17068,,,,,,A,7/7/2020 23:59,3991,2806420,280774,2519880,223783,3991,,12,9989,2320207,51013,48,335
20200708,GA,103890,896519,,2215,12500,,2502,,,,A,7/8/2020 16:45,2922,1000409,94773,905636,103890,,,13,3420,1000409,20957,23,274
20200708,GU,307,15833,,3,,,,,,202,B,7/7/2020 21:45,5,16232,,,299,,,66,4,16140,229,0,0
20200708,HI,1071,86025,,,119,,,,,797,D,7/7/2020 18:00,19,102674,,,,,,15,41,87096,1423,0,0
